airline,source_airport,dest_airport,source_country,dest_country
4U,SPU,DTM,Croatia,Germany
4U,SPU,DUS,Croatia,Germany
4U,SPU,HAJ,Croatia,Germany
4U,SPU,HAM,Croatia,Germany
4U,SPU,STR,Croatia,Germany
4U,SPU,TXL,Croatia,Germany
4U,STN,CGN,United Kingdom,Germany
4U,STN,HAJ,United Kingdom,Germany
4U,STN,STR,United Kingdom,Germany
4U,STR,AGP,Germany,Spain
4U,STR,ATH,Germany,Greece
4U,STR,BCN,Germany,Spain
4U,STR,BDS,Germany,Italy
4U,STR,BEG,Germany,Serbia
4U,STR,BIA,Germany,France
4U,STR,BIO,Germany,Spain
4U,STR,BRI,Germany,Italy
4U,STR,BRU,Germany,Belgium
4U,STR,BUD,Germany,Hungary
4U,STR,CAG,Germany,Italy
4U,STR,CFU,Germany,Greece
4U,STR,CTA,Germany,Italy
4U,STR,DBV,Germany,Croatia
4U,STR,FAO,Germany,Portugal
4U,STR,FCO,Germany,Italy
4U,STR,HER,Germany,Greece
4U,STR,IBZ,Germany,Spain
4U,STR,KRK,Germany,Poland
4U,STR,KVA,Germany,Greece
4U,STR,LHR,Germany,United Kingdom
4U,STR,LIS,Germany,Portugal
4U,STR,MXP,Germany,Italy
4U,STR,NAP,Germany,Italy
4U,STR,OLB,Germany,Italy
4U,STR,PMI,Germany,Spain
4U,STR,PRN,Germany,Serbia
4U,STR,RJK,Germany,Croatia
4U,STR,SAW,Germany,Turkey
4U,STR,SJJ,Germany,Bosnia and Herzegovina
4U,STR,SKG,Germany,Greece
4U,STR,SPU,Germany,Croatia
4U,STR,STN,Germany,United Kingdom
4U,STR,SUF,Germany,Italy
4U,STR,VIE,Germany,Austria
4U,STR,ZAD,Germany,Croatia
4U,STR,ZAG,Germany,Croatia
4U,SUF,CGN,Italy,Germany
4U,SUF,DUS,Italy,Germany
4U,SUF,HAJ,Italy,Germany
4U,SUF,STR,Italy,Germany
4U,SZG,CGN,Austria,Germany
4U,TLS,HAM,France,Germany
4U,TLV,CGN,Israel,Germany
4U,TRN,DUS,Italy,Germany
4U,TUN,CGN,Tunisia,Germany
4U,TXL,AGP,Germany,Spain
4U,TXL,AOI,Germany,Italy
4U,TXL,BHX,Germany,United Kingdom
4U,TXL,BIA,Germany,France
4U,TXL,BLQ,Germany,Italy
4U,TXL,CTA,Germany,Italy
4U,TXL,DBV,Germany,Croatia
4U,TXL,FCO,Germany,Italy
4U,TXL,HEL,Germany,Finland
4U,TXL,HER,Germany,Greece
4U,TXL,IBZ,Germany,Spain
4U,TXL,KLU,Germany,Austria
4U,TXL,LHR,Germany,United Kingdom
4U,TXL,LIN,Germany,Italy
4U,TXL,NCE,Germany,France
4U,TXL,PMI,Germany,Spain
4U,TXL,PRN,Germany,Serbia
4U,TXL,SAW,Germany,Turkey
4U,TXL,SJJ,Germany,Bosnia and Herzegovina
4U,TXL,SPU,Germany,Croatia
4U,TXL,VIE,Germany,Austria
4U,TXL,VRN,Germany,Italy
4U,TXL,ZAD,Germany,Croatia
4U,VCE,CGN,Italy,Germany
4U,VCE,DUS,Italy,Germany
4U,VCE,HAJ,Italy,Germany
4U,VCE,HAM,Italy,Germany
4U,VIE,CGN,Austria,Germany
4U,VIE,HAJ,Austria,Germany
4U,VIE,HAM,Austria,Germany
4U,VIE,STR,Austria,Germany
4U,VIE,TXL,Austria,Germany
4U,VRN,CGN,Italy,Germany
4U,VRN,HAM,Italy,Germany
4U,VRN,TXL,Italy,Germany
4U,WAW,CGN,Poland,Germany
4U,WAW,DUS,Poland,Germany
4U,WRO,DUS,Poland,Germany
4U,XRY,CGN,Spain,Germany
4U,ZAD,CGN,Croatia,Germany
4U,ZAD,DUS,Croatia,Germany
4U,ZAD,STR,Croatia,Germany
4U,ZAD,TXL,Croatia,Germany
4U,ZAG,CGN,Croatia,Germany
4U,ZAG,STR,Croatia,Germany
4U,ZRH,CGN,Switzerland,Germany
4U,ZRH,HAM,Switzerland,Germany
5C,BOC,SJO,Panama,Costa Rica
5C,MGA,SJO,Nicaragua,Costa Rica
5C,SJO,BOC,Costa Rica,Panama
5C,SJO,MGA,Costa Rica,Nicaragua
5H,JUB,NBO,South Sudan,Kenya
5H,MBA,ZNZ,Kenya,Tanzania
5H,NBO,JUB,Kenya,South Sudan
5H,ZNZ,MBA,Tanzania,Kenya
5J,BKI,MNL,Malaysia,Philippines
5J,BKK,MNL,Thailand,Philippines
5J,BWN,MNL,Brunei,Philippines
5J,CAN,MNL,China,Philippines
5J,CEB,HKG,Philippines,Hong Kong
5J,CEB,ICN,Philippines,South Korea
5J,CEB,PUS,Philippines,South Korea
5J,CEB,SIN,Philippines,Singapore
5J,CGK,MNL,Indonesia,Philippines
5J,CRK,HKG,Philippines,Hong Kong
5J,CRK,MFM,Philippines,Macau
5J,CRK,SIN,Philippines,Singapore
5J,DPS,MNL,Indonesia,Philippines
5J,DXB,MNL,United Arab Emirates,Philippines
5J,HAN,MNL,Vietnam,Philippines
5J,HKG,CEB,Hong Kong,Philippines
5J,HKG,CRK,Hong Kong,Philippines
5J,HKG,ILO,Hong Kong,Philippines
5J,HKG,MNL,Hong Kong,Philippines
5J,HKT,MNL,Thailand,Philippines
5J,ICN,CEB,South Korea,Philippines
5J,ICN,KLO,South Korea,Philippines
5J,ICN,MNL,South Korea,Philippines
5J,ILO,HKG,Philippines,Hong Kong
5J,ILO,SIN,Philippines,Singapore
5J,KIX,MNL,Japan,Philippines
5J,KLO,ICN,Philippines,South Korea
5J,KUL,MNL,Malaysia,Philippines
5J,MFM,CRK,Macau,Philippines
5J,MFM,MNL,Macau,Philippines
5J,MNL,BKI,Philippines,Malaysia
5J,MNL,BKK,Philippines,Thailand
5J,MNL,BWN,Philippines,Brunei
5J,MNL,CAN,Philippines,China
5J,MNL,CGK,Philippines,Indonesia
5J,MNL,DPS,Philippines,Indonesia
5J,MNL,DXB,Philippines,United Arab Emirates
5J,MNL,HAN,Philippines,Vietnam
5J,MNL,HKG,Philippines,Hong Kong
5J,MNL,HKT,Philippines,Thailand
5J,MNL,ICN,Philippines,South Korea
5J,MNL,KIX,Philippines,Japan
5J,MNL,KUL,Philippines,Malaysia
5J,MNL,MFM,Philippines,Macau
5J,MNL,NGO,Philippines,Japan
5J,MNL,NRT,Philippines,Japan
5J,MNL,PEK,Philippines,China
5J,MNL,PUS,Philippines,South Korea
5J,MNL,PVG,Philippines,China
5J,MNL,REP,Philippines,Cambodia
5J,MNL,SGN,Philippines,Vietnam
5J,MNL,SIN,Philippines,Singapore
5J,MNL,TPE,Philippines,Taiwan
5J,MNL,XMN,Philippines,China
5J,NGO,MNL,Japan,Philippines
5J,NRT,MNL,Japan,Philippines
5J,PEK,MNL,China,Philippines
5J,PUS,CEB,South Korea,Philippines
5J,PUS,MNL,South Korea,Philippines
5J,PVG,MNL,China,Philippines
5J,REP,MNL,Cambodia,Philippines
5J,SGN,MNL,Vietnam,Philippines
5J,SIN,CEB,Singapore,Philippines
5J,SIN,CRK,Singapore,Philippines
5J,SIN,ILO,Singapore,Philippines
5J,SIN,MNL,Singapore,Philippines
5J,TPE,MNL,Taiwan,Philippines
5J,XMN,MNL,China,Philippines
5M,ANU,NEV,Antigua and Barbuda,Saint Kitts and Nevis
5M,NEV,ANU,Saint Kitts and Nevis,Antigua and Barbuda
5N,MMK,TOS,Russia,Norway
5N,TOS,MMK,Norway,Russia
5Q,AEP,MVD,Argentina,Uruguay
5Q,AEP,PDP,Argentina,Uruguay
5Q,ASU,MVD,Paraguay,Uruguay
5Q,CWB,MVD,Brazil,Uruguay
5Q,EZE,MVD,Argentina,Uruguay
5Q,GIG,MVD,Brazil,Uruguay
5Q,GRU,MVD,Brazil,Uruguay
5Q,MVD,AEP,Uruguay,Argentina
5Q,MVD,ASU,Uruguay,Paraguay
5Q,MVD,CWB,Uruguay,Brazil
5Q,MVD,EZE,Uruguay,Argentina
5Q,MVD,GIG,Uruguay,Brazil
5Q,MVD,GRU,Uruguay,Brazil
5Q,MVD,POA,Uruguay,Brazil
5Q,MVD,SCL,Uruguay,Chile
5Q,PDP,AEP,Uruguay,Argentina
5Q,POA,MVD,Brazil,Uruguay
5Q,SCL,MVD,Chile,Uruguay
5U,BZE,FRS,Belize,Guatemala
5U,FRS,BZE,Guatemala,Belize
5U,GUA,SAP,Guatemala,Honduras
5U,GUA,TGU,Guatemala,Honduras
5U,RTB,GUA,Honduras,Guatemala
5U,SAP,GUA,Honduras,Guatemala
5U,TGU,GUA,Honduras,Guatemala
6E,BKK,CCU,Thailand,India
6E,BKK,DEL,Thailand,India
6E,BOM,DXB,India,United Arab Emirates
6E,BOM,MCT,India,Oman
6E,CCU,BKK,India,Thailand
6E,COK,DXB,India,United Arab Emirates
6E,DEL,BKK,India,Thailand
6E,DEL,DXB,India,United Arab Emirates
6E,DEL,KTM,India,Nepal
6E,DXB,BOM,United Arab Emirates,India
6E,DXB,COK,United Arab Emirates,India
6E,DXB,DEL,United Arab Emirates,India
6E,DXB,HYD,United Arab Emirates,India
6E,DXB,MAA,United Arab Emirates,India
6E,DXB,TRV,United Arab Emirates,India
6E,HYD,DXB,India,United Arab Emirates
6E,KTM,DEL,Nepal,India
6E,MAA,DXB,India,United Arab Emirates
6E,MAA,SIN,India,Singapore
6E,MCT,BOM,Oman,India
6E,SIN,MAA,Singapore,India
6E,TRV,DXB,India,United Arab Emirates
6H,FCO,TLV,Italy,Israel
6H,NCE,TLV,France,Israel
6H,SXF,TLV,Germany,Israel
6H,TBS,TLV,Georgia,Israel
6H,TLV,FCO,Israel,Italy
6H,TLV,NCE,Israel,France
6H,TLV,SXF,Israel,Germany
6H,TLV,TBS,Israel,Georgia
6W,EVN,RTW,Armenia,Russia
6W,PRG,RTW,Czech Republic,Russia
6W,RTW,EVN,Russia,Armenia
6W,RTW,PRG,Russia,Czech Republic
6Y,RIX,TFS,Latvia,Spain
6Y,TFS,RIX,Spain,Latvia
7C,BKK,ICN,Thailand,South Korea
7C,BKK,PUS,Thailand,South Korea
7C,CEB,ICN,Philippines,South Korea
7C,CEB,PUS,Philippines,South Korea
7C,FUK,ICN,Japan,South Korea
7C,GMP,KIX,South Korea,Japan
7C,GMP,NGO,South Korea,Japan
7C,GUM,ICN,Guam,South Korea
7C,HKG,ICN,Hong Kong,South Korea
7C,ICN,BKK,South Korea,Thailand
7C,ICN,CEB,South Korea,Philippines
7C,ICN,FUK,South Korea,Japan
7C,ICN,GUM,South Korea,Guam
7C,ICN,HKG,South Korea,Hong Kong
7C,ICN,KIX,South Korea,Japan
7C,ICN,MNL,South Korea,Philippines
7C,ICN,NGO,South Korea,Japan
7C,ICN,NRT,South Korea,Japan
7C,ICN,TAO,South Korea,China
7C,KIX,GMP,Japan,South Korea
7C,KIX,ICN,Japan,South Korea
7C,MNL,ICN,Philippines,South Korea
7C,NGO,GMP,Japan,South Korea
7C,NGO,ICN,Japan,South Korea
7C,NRT,ICN,Japan,South Korea
7C,PUS,BKK,South Korea,Thailand
7C,TAO,ICN,China,South Korea
7I,AUA,CCS,Aruba,Venezuela
7I,AUA,CUR,Aruba,Netherlands Antilles
7I,AUA,LRM,Aruba,Dominican Republic
7I,AUA,MIA,Aruba,United States
7I,AUA,VLN,Aruba,Venezuela
7I,BON,AUA,Netherlands Antilles,Aruba
7I,BRM,CUR,Venezuela,Netherlands Antilles
7I,CCS,AUA,Venezuela,Aruba
7I,CCS,CUR,Venezuela,Netherlands Antilles
7I,CLT,CUR,United States,Netherlands Antilles
7I,CUR,AUA,Netherlands Antilles,Aruba
7I,CUR,BRM,Netherlands Antilles,Venezuela
7I,CUR,CCS,Netherlands Antilles,Venezuela
7I,CUR,CLT,Netherlands Antilles,United States
7I,CUR,KIN,Netherlands Antilles,Jamaica
7I,CUR,LSP,Netherlands Antilles,Venezuela
7I,CUR,MAR,Netherlands Antilles,Venezuela
7I,CUR,MDE,Netherlands Antilles,Colombia
7I,CUR,MIA,Netherlands Antilles,United States
7I,CUR,PBM,Netherlands Antilles,Suriname
7I,CUR,POS,Netherlands Antilles,Trinidad and Tobago
7I,CUR,SDQ,Netherlands Antilles,Dominican Republic
7I,CUR,VLN,Netherlands Antilles,Venezuela
7I,KIN,CUR,Jamaica,Netherlands Antilles
7I,LRM,AUA,Dominican Republic,Aruba
7I,LSP,CUR,Venezuela,Netherlands Antilles
7I,MAR,CUR,Venezuela,Netherlands Antilles
7I,MDE,CUR,Colombia,Netherlands Antilles
7I,MIA,AUA,United States,Aruba
7I,MIA,CUR,United States,Netherlands Antilles
7I,PAP,SXM,Haiti,Netherlands Antilles
7I,PBM,CUR,Suriname,Netherlands Antilles
7I,PBM,POS,Suriname,Trinidad and Tobago
7I,POS,CUR,Trinidad and Tobago,Netherlands Antilles
7I,POS,PBM,Trinidad and Tobago,Suriname
7I,SDQ,CUR,Dominican Republic,Netherlands Antilles
7I,SDQ,SXM,Dominican Republic,Netherlands Antilles
7I,SXM,PAP,Netherlands Antilles,Haiti
7I,SXM,SDQ,Netherlands Antilles,Dominican Republic
7I,VLN,AUA,Venezuela,Aruba
7I,VLN,CUR,Venezuela,Netherlands Antilles
7J,AER,DYU,Russia,Tajikistan
7J,ALA,DYU,Kazakhstan,Tajikistan
7J,DEL,DYU,India,Tajikistan
7J,DME,DYU,Russia,Tajikistan
7J,DME,LBD,Russia,Tajikistan
7J,DYU,AER,Tajikistan,Russia
7J,DYU,ALA,Tajikistan,Kazakhstan
7J,DYU,DEL,Tajikistan,India
7J,DYU,DME,Tajikistan,Russia
7J,DYU,FRU,Tajikistan,Kyrgyzstan
7J,DYU,IKA,Tajikistan,Iran
7J,DYU,IST,Tajikistan,Turkey
7J,DYU,LED,Tajikistan,Russia
7J,DYU,OVB,Tajikistan,Russia
7J,DYU,SGC,Tajikistan,Russia
7J,DYU,SHJ,Tajikistan,United Arab Emirates
7J,DYU,SVX,Tajikistan,Russia
7J,DYU,URC,Tajikistan,China
7J,FRU,DYU,Kyrgyzstan,Tajikistan
7J,IKA,DYU,Iran,Tajikistan
7J,IST,DYU,Turkey,Tajikistan
7J,LBD,DME,Tajikistan,Russia
7J,LBD,LED,Tajikistan,Russia
7J,LBD,OVB,Tajikistan,Russia
7J,LBD,SGC,Tajikistan,Russia
7J,LED,DYU,Russia,Tajikistan
7J,LED,LBD,Russia,Tajikistan
7J,OVB,DYU,Russia,Tajikistan
7J,OVB,LBD,Russia,Tajikistan
7J,SGC,DYU,Russia,Tajikistan
7J,SGC,LBD,Russia,Tajikistan
7J,SHJ,DYU,United Arab Emirates,Tajikistan
7J,SVX,DYU,Russia,Tajikistan
7J,URC,DYU,China,Tajikistan
7P,DAV,SJO,Panama,Costa Rica
7P,SJO,DAV,Costa Rica,Panama
7R,AKX,DME,Kazakhstan,Russia
7R,DME,AKX,Russia,Kazakhstan
7R,EVN,VOG,Armenia,Russia
7R,MRV,SAW,Russia,Turkey
7R,SAW,MRV,Turkey,Russia
7R,VOG,EVN,Russia,Armenia
8B,BKK,CKG,Thailand,China
8B,BKK,ICN,Thailand,South Korea
8B,CKG,BKK,China,Thailand
8B,CKG,HKT,China,Thailand
8B,CNX,ICN,Thailand,South Korea
8B,HKT,CKG,Thailand,China
8B,HKT,ICN,Thailand,South Korea
8B,ICN,BKK,South Korea,Thailand
8B,ICN,CNX,South Korea,Thailand
8B,ICN,HKT,South Korea,Thailand
8I,AUA,CCS,Aruba,Venezuela
8I,AUA,MIA,Aruba,United States
8I,AUA,VLN,Aruba,Venezuela
8I,CCS,AUA,Venezuela,Aruba
8I,MIA,AUA,United States,Aruba
8I,VLN,AUA,Venezuela,Aruba
8L,KWE,SIN,China,Singapore
8L,SIN,KWE,Singapore,China
8M,BKK,RGN,Thailand,Burma
8M,CAN,RGN,China,Burma
8M,ICN,RGN,South Korea,Burma
8M,KUL,RGN,Malaysia,Burma
8M,PNH,RGN,Cambodia,Burma
8M,RGN,BKK,Burma,Thailand
8M,RGN,CAN,Burma,China
8M,RGN,ICN,Burma,South Korea
8M,RGN,KUL,Burma,Malaysia
8M,RGN,PNH,Burma,Cambodia
8M,RGN,SIN,Burma,Singapore
8M,SIN,RGN,Singapore,Burma
8Q,AYT,KZN,Turkey,Russia
8Q,AYT,SVO,Turkey,Russia
8Q,CDG,IST,France,Turkey
8Q,ECN,IST,Cyprus,Turkey
8Q,IST,CDG,Turkey,France
8Q,IST,ECN,Turkey,Cyprus
8Q,IST,ODS,Turkey,Ukraine
8Q,KZN,AYT,Russia,Turkey
8Q,ODS,IST,Ukraine,Turkey
8Q,SVO,AYT,Russia,Turkey
8R,PDP,ROS,Uruguay,Argentina
8R,ROS,PDP,Argentina,Uruguay
8U,AMM,BEN,Jordan,Libya
8U,AMM,TIP,Jordan,Libya
8U,BEN,AMM,Libya,Jordan
8U,BEN,CAI,Libya,Egypt
8U,BEN,CMN,Libya,Morocco
8U,BEN,IST,Libya,Turkey
8U,BEN,JED,Libya,Saudi Arabia
8U,BEN,TUN,Libya,Tunisia
8U,CAI,BEN,Egypt,Libya
8U,CAI,TIP,Egypt,Libya
8U,CMN,BEN,Morocco,Libya
8U,CMN,TIP,Morocco,Libya
8U,DXB,TIP,United Arab Emirates,Libya
8U,FCO,TIP,Italy,Libya
8U,HBE,TIP,Egypt,Libya
8U,IST,BEN,Turkey,Libya
8U,IST,TIP,Turkey,Libya
8U,JED,BEN,Saudi Arabia,Libya
8U,JED,TIP,Saudi Arabia,Libya
8U,SFA,TIP,Tunisia,Libya
8U,TIP,AMM,Libya,Jordan
8U,TIP,CAI,Libya,Egypt
8U,TIP,CMN,Libya,Morocco
8U,TIP,FCO,Libya,Italy
8U,TIP,HBE,Libya,Egypt
8U,TIP,IST,Libya,Turkey
8U,TIP,JED,Libya,Saudi Arabia
8U,TIP,SFA,Libya,Tunisia
8U,TIP,TUN,Libya,Tunisia
8U,TUN,BEN,Tunisia,Libya
8U,TUN,TIP,Tunisia,Libya
9C,BKI,PVG,Malaysia,China
9C,BKK,PVG,Thailand,China
9C,CJU,PVG,South Korea,China
9C,CNX,PVG,Thailand,China
9C,HKG,PVG,Hong Kong,China
9C,HKT,PVG,Thailand,China
9C,HSG,PVG,Japan,China
9C,IBR,PVG,Japan,China
9C,KHH,PVG,Taiwan,China
9C,KIX,PVG,Japan,China
9C,MFM,PVG,Macau,China
9C,PVG,BKI,China,Malaysia
9C,PVG,BKK,China,Thailand
9C,PVG,CJU,China,South Korea
9C,PVG,CNX,China,Thailand
9C,PVG,HKG,China,Hong Kong
9C,PVG,HKT,China,Thailand
9C,PVG,IBR,China,Japan
9C,PVG,KHH,China,Taiwan
9C,PVG,KIX,China,Japan
9C,PVG,MFM,China,Macau
9C,PVG,REP,China,Cambodia
9C,PVG,SIN,China,Singapore
9C,PVG,TAK,China,Japan
9C,PVG,TPE,China,Taiwan
9C,REP,PVG,Cambodia,China
9C,SIN,PVG,Singapore,China
9C,SJW,TPE,China,Taiwan
9C,TAK,PVG,Japan,China
9C,TPE,PVG,Taiwan,China
9C,TPE,SJW,Taiwan,China
9D,JED,NDJ,Saudi Arabia,Chad
9K,AXA,SJU,Anguilla,Puerto Rico
9K,EIS,SJU,British Virgin Islands,Puerto Rico
9K,EIS,STT,British Virgin Islands,Virgin Islands
9K,NEV,SJU,Saint Kitts and Nevis,Puerto Rico
9K,SJU,AXA,Puerto Rico,Anguilla
9K,SJU,EIS,Puerto Rico,British Virgin Islands
9K,SJU,NEV,Puerto Rico,Saint Kitts and Nevis
9K,SJU,STT,Puerto Rico,Virgin Islands
9K,SJU,STX,Puerto Rico,Virgin Islands
9K,SJU,VIJ,Puerto Rico,British Virgin Islands
9K,STT,EIS,Virgin Islands,British Virgin Islands
9K,STT,SJU,Virgin Islands,Puerto Rico
9K,STX,SJU,Virgin Islands,Puerto Rico
9K,STX,VQS,Virgin Islands,Puerto Rico
9K,VIJ,SJU,British Virgin Islands,Puerto Rico
9K,VQS,STX,Puerto Rico,Virgin Islands
9N,BZE,CUN,Belize,Mexico
9N,BZE,FRS,Belize,Guatemala
9N,BZE,MID,Belize,Mexico
9N,BZE,RTB,Belize,Honduras
9N,BZE,SAP,Belize,Honduras
9N,CUN,BZE,Mexico,Belize
9N,FRS,BZE,Guatemala,Belize
9N,MID,BZE,Mexico,Belize
9N,RTB,BZE,Honduras,Belize
9N,SAP,BZE,Honduras,Belize
9U,AER,KIV,Russia,Moldova
9U,ATH,KIV,Greece,Moldova
9U,BLQ,KIV,Italy,Moldova
9U,BVA,KIV,France,Moldova
9U,DME,KIV,Russia,Moldova
9U,DUB,KIV,Ireland,Moldova
9U,FCO,KIV,Italy,Moldova
9U,FRA,KIV,Germany,Moldova
9U,IST,KIV,Turkey,Moldova
9U,KBP,KIV,Ukraine,Moldova
9U,KIV,AER,Moldova,Russia
9U,KIV,ATH,Moldova,Greece
9U,KIV,BLQ,Moldova,Italy
9U,KIV,BVA,Moldova,France
9U,KIV,DME,Moldova,Russia
9U,KIV,DUB,Moldova,Ireland
9U,KIV,FCO,Moldova,Italy
9U,KIV,FRA,Moldova,Germany
9U,KIV,IST,Moldova,Turkey
9U,KIV,KBP,Moldova,Ukraine
9U,KIV,LCA,Moldova,Cyprus
9U,KIV,LED,Moldova,Russia
9U,KIV,LIS,Moldova,Portugal
9U,KIV,MXP,Moldova,Italy
9U,KIV,OTP,Moldova,Romania
9U,KIV,SGC,Moldova,Russia
9U,KIV,STN,Moldova,United Kingdom
9U,KIV,VCE,Moldova,Italy
9U,KIV,VRN,Moldova,Italy
9U,LCA,KIV,Cyprus,Moldova
9U,LED,KIV,Russia,Moldova
9U,LIS,KIV,Portugal,Moldova
9U,MXP,KIV,Italy,Moldova
9U,OTP,KIV,Romania,Moldova
9U,SGC,KIV,Russia,Moldova
9U,STN,KIV,United Kingdom,Moldova
9U,VCE,KIV,Italy,Moldova
9U,VRN,KIV,Italy,Moldova
9V,AUA,CCS,Aruba,Venezuela
9V,AUA,MAR,Aruba,Venezuela
9V,BLA,MIA,Venezuela,United States
9V,BLA,PTY,Venezuela,Panama
9V,CCS,AUA,Venezuela,Aruba
9V,CCS,CUR,Venezuela,Netherlands Antilles
9V,CUR,CCS,Netherlands Antilles,Venezuela
9V,MAR,AUA,Venezuela,Aruba
9V,MIA,BLA,United States,Venezuela
9V,PTY,BLA,Panama,Venezuela
9W,AMD,AUH,India,United Arab Emirates
9W,AUH,AMD,United Arab Emirates,India
9W,AUH,BLR,United Arab Emirates,India
9W,AUH,BOM,United Arab Emirates,India
9W,AUH,CCJ,United Arab Emirates,India
9W,AUH,COK,United Arab Emirates,India
9W,AUH,DEL,United Arab Emirates,India
9W,AUH,DMM,United Arab Emirates,Saudi Arabia
9W,AUH,HYD,United Arab Emirates,India
9W,AUH,KWI,United Arab Emirates,Kuwait
9W,AUH,MAA,United Arab Emirates,India
9W,AUH,TRV,United Arab Emirates,India
9W,BAH,BOM,Bahrain,India
9W,BKK,BOM,Thailand,India
9W,BKK,DEL,Thailand,India
9W,BLR,AUH,India,United Arab Emirates
9W,BLR,KUL,India,Malaysia
9W,BOM,AUH,India,United Arab Emirates
9W,BOM,BAH,India,Bahrain
9W,BOM,BKK,India,Thailand
9W,BOM,BRU,India,Belgium
9W,BOM,CMB,India,Sri Lanka
9W,BOM,DAC,India,Bangladesh
9W,BOM,DMM,India,Saudi Arabia
9W,BOM,DOH,India,Qatar
9W,BOM,DXB,India,United Arab Emirates
9W,BOM,HKG,India,Hong Kong
9W,BOM,JED,India,Saudi Arabia
9W,BOM,JNB,India,South Africa
9W,BOM,KTM,India,Nepal
9W,BOM,KUL,India,Malaysia
9W,BOM,KWI,India,Kuwait
9W,BOM,LHR,India,United Kingdom
9W,BOM,MCT,India,Oman
9W,BOM,NBO,India,Kenya
9W,BOM,NRT,India,Japan
9W,BOM,RUH,India,Saudi Arabia
9W,BOM,SIN,India,Singapore
9W,BRU,BOM,Belgium,India
9W,BRU,DEL,Belgium,India
9W,BRU,EWR,Belgium,United States
9W,BRU,YYZ,Belgium,Canada
9W,CCJ,AUH,India,United Arab Emirates
9W,CCU,DAC,India,Bangladesh
9W,CMB,BOM,Sri Lanka,India
9W,COK,AUH,India,United Arab Emirates
9W,COK,DMM,India,Saudi Arabia
9W,COK,DOH,India,Qatar
9W,COK,MCT,India,Oman
9W,COK,SHJ,India,United Arab Emirates
9W,DAC,BOM,Bangladesh,India
9W,DAC,CCU,Bangladesh,India
9W,DAC,DEL,Bangladesh,India
9W,DEL,AUH,India,United Arab Emirates
9W,DEL,BKK,India,Thailand
9W,DEL,BRU,India,Belgium
9W,DEL,DAC,India,Bangladesh
9W,DEL,DMM,India,Saudi Arabia
9W,DEL,DOH,India,Qatar
9W,DEL,DXB,India,United Arab Emirates
9W,DEL,HKG,India,Hong Kong
9W,DEL,KTM,India,Nepal
9W,DEL,KUL,India,Malaysia
9W,DEL,LHR,India,United Kingdom
9W,DEL,SIN,India,Singapore
9W,DMM,AUH,Saudi Arabia,United Arab Emirates
9W,DMM,BOM,Saudi Arabia,India
9W,DMM,COK,Saudi Arabia,India
9W,DMM,DEL,Saudi Arabia,India
9W,DMM,TRV,Saudi Arabia,India
9W,DOH,BOM,Qatar,India
9W,DOH,COK,Qatar,India
9W,DOH,DEL,Qatar,India
9W,DXB,BOM,United Arab Emirates,India
9W,DXB,DEL,United Arab Emirates,India
9W,DXB,IXE,United Arab Emirates,India
9W,EWR,BRU,United States,Belgium
9W,HKG,BOM,Hong Kong,India
9W,HKG,DEL,Hong Kong,India
9W,HYD,AUH,India,United Arab Emirates
9W,HYD,KUL,India,Malaysia
9W,IXE,DXB,India,United Arab Emirates
9W,JED,BOM,Saudi Arabia,India
9W,JNB,BOM,South Africa,India
9W,KTM,BOM,Nepal,India
9W,KTM,DEL,Nepal,India
9W,KUL,BLR,Malaysia,India
9W,KUL,BOM,Malaysia,India
9W,KUL,DEL,Malaysia,India
9W,KUL,HYD,Malaysia,India
9W,KUL,MAA,Malaysia,India
9W,KWI,AUH,Kuwait,United Arab Emirates
9W,KWI,BOM,Kuwait,India
9W,LHR,BOM,United Kingdom,India
9W,LHR,DEL,United Kingdom,India
9W,MAA,AUH,India,United Arab Emirates
9W,MAA,KUL,India,Malaysia
9W,MAA,SIN,India,Singapore
9W,MCT,BOM,Oman,India
9W,MCT,COK,Oman,India
9W,MCT,TRV,Oman,India
9W,NBO,BOM,Kenya,India
9W,NRT,BOM,Japan,India
9W,RUH,BOM,Saudi Arabia,India
9W,SHJ,COK,United Arab Emirates,India
9W,SIN,BOM,Singapore,India
9W,SIN,DEL,Singapore,India
9W,SIN,MAA,Singapore,India
9W,TRV,AUH,India,United Arab Emirates
9W,TRV,DMM,India,Saudi Arabia
9W,TRV,MCT,India,Oman
9W,YYZ,BRU,Canada,Belgium
A3,ARN,KLX,Sweden,Greece
A3,ARN,SKG,Sweden,Greece
A3,ATH,AUH,Greece,United Arab Emirates
A3,ATH,BCN,Greece,Spain
A3,ATH,BEG,Greece,Serbia
A3,ATH,BRU,Greece,Belgium
A3,ATH,BUD,Greece,Hungary
A3,ATH,CAI,Greece,Egypt
A3,ATH,CDG,Greece,France
A3,ATH,DME,Greece,Russia
A3,ATH,DUS,Greece,Germany
A3,ATH,FCO,Greece,Italy
A3,ATH,FRA,Greece,Germany
A3,ATH,GVA,Greece,Switzerland
A3,ATH,HBE,Greece,Egypt
A3,ATH,IEV,Greece,Ukraine
A3,ATH,IST,Greece,Turkey
A3,ATH,LCA,Greece,Cyprus
A3,ATH,LED,Greece,Russia
A3,ATH,LHR,Greece,United Kingdom
A3,ATH,LYS,Greece,France
A3,ATH,MAD,Greece,Spain
A3,ATH,MAN,Greece,United Kingdom
A3,ATH,MRS,Greece,France
A3,ATH,MUC,Greece,Germany
